FIPS,State,County,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS12,PCT_OBESE_ADULTS17,PCT_HSPA17,RECFAC11,RECFAC16,PCH_RECFAC_11_16,RECFACPTH11,RECFACPTH16,PCH_RECFACPTH_11_16,PCTCHG_12_17
1001,AL,Autauga,11.4,13,33,36.3,,4,6,50,0.072465081,0.108542277,49.785629,10
1003,AL,Baldwin,9.8,10.4,33,36.3,,16,21,31.25,0.085775247,0.10120043,17.98325615,10
1005,AL,Barbour,13.6,18.4,33,36.3,,2,0,-100,0.073123469,0,-100,10
1007,AL,Bibb,11.1,14.8,33,36.3,,0,1,,0,0.0441833,,10
1009,AL,Blount,11.4,14.1,33,36.3,,3,4,33.33333333,0.0521177,0.069490289,33.33333333,10
1011,AL,Bullock,14.9,19.6,33,36.3,,0,0,0,0,0,0,10
1013,AL,Butler,15.1,17.7,33,36.3,,0,1,,0,0.0500877,,10
1015,AL,Calhoun,14.5,14.9,33,36.3,,8,7,-12.5,0.067920363,0.0608802,-10.36538963,10
1017,AL,Chambers,16.1,16.4,33,36.3,,0,0,0,0,0,0,10
1019,AL,Cherokee,13.6,13.3,33,36.3,,1,1,0,0.0384719,0.0388108,0.881005977,10
1021,AL,Chilton,10.2,13.3,33,36.3,,2,2,0,0.0457792,0.0456308,-0.32397901,10
1023,AL,Choctaw,14.7,18.1,33,36.3,,0,0,0,0,0,0,10
1025,AL,Clarke,14.1,16.3,33,36.3,,2,2,0,0.07817997,0.082135524,5.059548255,10
1027,AL,Clay,13.2,14.6,33,36.3,,0,0,0,0,0,0,10
1029,AL,Cleburne,11,12.6,33,36.3,,0,0,0,0,0,0,10
1031,AL,Coffee,12.1,15.9,33,36.3,,3,4,33.33333333,0.0594837,0.078099069,31.29494764,10
1033,AL,Colbert,13.5,18.7,33,36.3,,5,5,0,0.091685921,0.092035268,0.381026009,10
1035,AL,Conecuh,14.5,17.4,33,36.3,,0,0,0,0,0,0,10
1037,AL,Coosa,13.2,17.3,33,36.3,,0,0,0,0,0,0,10
1039,AL,Covington,13.1,14.7,33,36.3,,2,4,100,0.052608,0.106991922,103.3755951,10
1041,AL,Crenshaw,12.6,16.5,33,36.3,,0,0,0,0,0,0,10
1043,AL,Cullman,11.9,14.4,33,36.3,,3,4,33.33333333,0.0373083,0.0485897,30.23817044,10
1045,AL,Dale,13.5,14.1,33,36.3,,3,2,-33.33333333,0.0598719,0.0406273,-32.14295387,10
1047,AL,Dallas,15.6,19,33,36.3,,1,2,100,0.0231182,0.049899,115.8429181,10
1049,AL,DeKalb,11.2,13.4,33,36.3,,5,3,-40,0.070074138,0.0421254,-39.8845765,10
1051,AL,Elmore,9.9,13.4,33,36.3,,4,4,0,0.0499963,0.0492368,-1.518956179,10
1053,AL,Escambia,12.3,17.8,33,36.3,,2,2,0,0.0523533,0.0533675,1.937239833,10
1055,AL,Etowah,11.6,16.8,33,36.3,,7,8,14.28571429,0.067079364,0.077877071,16.09691245,10
1057,AL,Fayette,12.7,15.1,33,36.3,,0,0,0,0,0,0,10
1059,AL,Franklin,12.8,13.9,33,36.3,,3,3,0,0.094437624,0.095005859,0.601703772,10
1061,AL,Geneva,12.6,13.9,33,36.3,,0,0,0,0,0,0,10
1063,AL,Greene,18.2,21,33,36.3,,0,0,0,0,0,0,10
1065,AL,Hale,15.1,16,33,36.3,,0,0,0,0,0,0,10
1067,AL,Henry,13.5,18.7,33,36.3,,1,0,-100,0.0575506,0,-100,10
1069,AL,Houston,12.4,13.7,33,36.3,,5,10,100,0.0487957,0.095994164,96.72659902,10
1071,AL,Jackson,11.9,14.9,33,36.3,,1,1,0,0.0187928,0.0192127,2.234432938,10
1073,AL,Jefferson,12,13,33,36.3,,62,73,17.74193548,0.094255149,0.110648476,17.39250046,10
1075,AL,Lamar,12.7,14.9,33,36.3,,0,0,0,0,0,0,10
1077,AL,Lauderdale,12.8,14.2,33,36.3,,6,9,50,0.064792717,0.097488058,50.46144347,10
1079,AL,Lawrence,12.9,15.6,33,36.3,,1,2,100,0.0293712,0.060183,104.9049109,10
1081,AL,Lee,9.6,9.5,33,36.3,,8,7,-12.5,0.0555105,0.0440299,-20.68184963,10
1083,AL,Limestone,10.4,12.6,33,36.3,,3,7,133.3333333,0.0350754,0.07533362,114.7761515,10
1085,AL,Lowndes,17.1,23.5,33,36.3,,1,1,0,0.08984726,0.097646714,8.680792891,10
1087,AL,Macon,16.2,18.4,33,36.3,,0,0,0,0,0,0,10
1089,AL,Madison,13,11.5,33,36.3,,56,50,-10.71428571,0.164939223,0.140326455,-14.9223253,10
1091,AL,Marengo,15.9,20.2,33,36.3,,2,2,0,0.096856991,0.102537811,5.865162779,10
1093,AL,Marion,11.7,18.7,33,36.3,,0,3,,0,0.100260678,,10
1095,AL,Marshall,11.5,12.8,33,36.3,,4,4,0,0.042603,0.0420862,-1.213135107,10
1097,AL,Mobile,12.2,15.6,33,36.3,,30,31,3.333333333,0.072598443,0.074725444,2.929815934,10
1099,AL,Monroe,13.5,17.8,33,36.3,,0,1,,0,0.0463564,,10
1101,AL,Montgomery,12.7,13.5,33,36.3,,19,20,5.263157895,0.082910779,0.088216094,6.398824033,10
1103,AL,Morgan,11,12.6,33,36.3,,6,7,16.66666667,0.0499971,0.0589131,17.83314678,10
1105,AL,Perry,17.5,21.7,33,36.3,,0,0,0,0,0,0,10
1107,AL,Pickens,14.9,16.4,33,36.3,,2,2,0,0.103337811,0.098449422,-4.730494708,10
1109,AL,Pike,12.9,13.5,33,36.3,,2,2,0,0.0606667,0.0602138,-0.74665061,10
1111,AL,Randolph,12.9,14.9,33,36.3,,1,0,-100,0.0439754,0,-100,10
1113,AL,Russell,13.6,12.9,33,36.3,,4,4,0,0.072948772,0.068755694,-5.747976004,10
1115,AL,St. Clair,11.4,12.8,33,36.3,,4,3,-25,0.0474997,0.0342928,-27.80429117,10
1117,AL,Shelby,8,8.7,33,36.3,,20,31,55,0.101068803,0.146868619,45.31548327,10
1119,AL,Sumter,17.1,20.1,33,36.3,,1,1,0,0.07412349,0.07732756,4.322610578,10
1121,AL,Talladega,13.6,15.3,33,36.3,,2,0,-100,0.0244523,0,-100,10
1123,AL,Tallapoosa,14.3,13.7,33,36.3,,1,1,0,0.0241581,0.0246463,2.020998669,10
1125,AL,Tuscaloosa,11.1,12.3,33,36.3,,13,12,-7.692307692,0.066090829,0.0581728,-11.98053747,10
1127,AL,Walker,13.3,16.7,33,36.3,,6,5,-16.66666667,0.090121213,0.077446136,-14.06447649,10
1129,AL,Washington,12.9,17.8,33,36.3,,0,0,0,0,0,0,10
1131,AL,Wilcox,17.1,19.3,33,36.3,,0,0,0,0,0,0,10
1133,AL,Winston,10,13.2,33,36.3,,0,2,,0,0.083727551,,10
2013,AK,Aleutians East,5.5,7.6,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2016,AK,Aleutians West,5.9,6.2,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2020,AK,Anchorage,7,7,25.7,34.2,18.4,35,44,25.71428571,0.118127112,0.147960831,25.25560714,33.07392996
2050,AK,Bethel,5.5,5.8,25.7,34.2,18.4,0,1,,0,0.0556174,,33.07392996
2060,AK,Bristol Bay,6.8,8.5,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2068,AK,Denali,6,5.8,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2070,AK,Dillingham,7.8,7.2,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2090,AK,Fairbanks North Star,5.2,5.5,25.7,34.2,18.4,7,12,71.42857143,0.071329583,0.119281923,67.22643969,33.07392996
2100,AK,Haines,6.6,7.9,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2105,AK,Hoonah-Angoon,,7.3,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2110,AK,Juneau,5.3,5.9,25.7,34.2,18.4,6,8,33.33333333,0.186555562,0.246875482,32.33348763,33.07392996
2122,AK,Kenai Peninsula,6.3,7.2,25.7,34.2,18.4,9,8,-11.11111111,0.159846547,0.136651692,-14.51070154,33.07392996
2130,AK,Ketchikan Gateway,7.2,8.9,25.7,34.2,18.4,5,3,-40,0.366461448,0.218547388,-40.36278867,33.07392996
2150,AK,Kodiak Island,6.2,6.6,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2164,AK,Lake and Peninsula,7.2,7.4,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2170,AK,Matanuska-Susitna,5.8,8.2,25.7,34.2,18.4,7,7,0,0.0763184,0.067228182,-11.91091306,33.07392996
2180,AK,Nome,7.1,6,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2185,AK,North Slope,7.1,6.5,25.7,34.2,18.4,1,1,0,0.104723008,0.103252452,-1.404233351,33.07392996
2188,AK,Northwest Arctic,6.6,6.5,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2195,AK,Petersburg,,7.1,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2198,AK,Prince of Wales-Hyder,,7.3,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2220,AK,Sitka,6.8,6.7,25.7,34.2,18.4,2,2,0,0.225022502,0.22810219,1.368613139,33.07392996
2230,AK,Skagway,,6.4,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2240,AK,Southeast Fairbanks,6.3,6.9,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2261,AK,Valdez-Cordova,6.2,7.4,25.7,34.2,18.4,2,2,0,0.205296654,0.214132762,4.304068522,33.07392996
2270,AK,Wade Hampton,6.4,4.6,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2275,AK,Wrangell,,8.9,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2282,AK,Yakutat,7.3,7.9,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
2290,AK,Yukon-Koyukuk,6.9,8.3,25.7,34.2,18.4,0,0,0,0,0,0,33.07392996
4001,AZ,Apache,13.6,14.4,26,29.5,24.5,0,0,0,0,0,0,13.46153846
4003,AZ,Cochise,8.4,10.3,26,29.5,24.5,11,6,-45.45454546,0.082736627,0.0478641,-42.148879,13.46153846
4005,AZ,Coconino,7.1,7.6,26,29.5,24.5,8,12,50,0.059621,0.085665946,43.68427816,13.46153846
4007,AZ,Gila,10.9,11.2,26,29.5,24.5,5,2,-60,0.093594399,0.0375256,-59.90618609,13.46153846
4009,AZ,Graham,9.1,10.3,26,29.5,24.5,3,2,-33.33333333,0.080810258,0.0529563,-34.46836303,13.46153846
4011,AZ,Greenlee,8.2,10.7,26,29.5,24.5,0,0,0,0,0,0,13.46153846
4012,AZ,La Paz,12,14.8,26,29.5,24.5,0,0,0,0,0,0,13.46153846
4013,AZ,Maricopa,7.4,9,26,29.5,24.5,279,367,31.54121864,0.072099991,0.086691896,20.23842863,13.46153846
4015,AZ,Mohave,11.1,12.8,26,29.5,24.5,15,13,-13.33333333,0.073988941,0.063295762,-14.4524024,13.46153846
4017,AZ,Navajo,12.9,13.1,26,29.5,24.5,3,4,33.33333333,0.0279023,0.0369269,32.34369134,13.46153846
4019,AZ,Pima,7.8,8.8,26,29.5,24.5,101,116,14.85148515,0.102299511,0.114565751,11.99051745,13.46153846
4021,AZ,Pinal,8.4,12.3,26,29.5,24.5,9,13,44.44444444,0.0237953,0.0313166,31.60845656,13.46153846
4023,AZ,Santa Cruz,6.3,8,26,29.5,24.5,1,2,100,0.0210018,0.0434075,106.6847531,13.46153846
4025,AZ,Yavapai,8,10.5,26,29.5,24.5,21,24,14.28571429,0.099581284,0.106969509,7.41929055,13.46153846
4027,AZ,Yuma,10,12.6,26,29.5,24.5,8,12,50,0.0394904,0.0584047,47.89597154,13.46153846
5001,AR,Arkansas,12.6,12.9,34.5,35,21.4,1,1,0,0.052997,0.0548998,3.590447433,1.449275362
5003,AR,Ashley,11.3,14.5,34.5,35,21.4,0,2,,0,0.097570495,,1.449275362
5005,AR,Baxter,11.8,16,34.5,35,21.4,4,3,-25,0.096756247,0.072912869,-24.64272694,1.449275362
5007,AR,Benton,7.8,9.6,34.5,35,21.4,25,23,-8,0.109252842,0.088904694,-18.62482219,1.449275362
5009,AR,Boone,10.1,12.4,34.5,35,21.4,1,0,-100,0.0269811,0,-100,1.449275362
5011,AR,Bradley,12.2,13.1,34.5,35,21.4,1,1,0,0.087527352,0.091082977,4.062300756,1.449275362
5013,AR,Calhoun,12.6,13.7,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5015,AR,Carroll,10.9,13,34.5,35,21.4,2,0,-100,0.072865054,0,-100,1.449275362
5017,AR,Chicot,14.7,15.2,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5019,AR,Clark,10.1,11.6,34.5,35,21.4,2,2,0,0.08726765,0.088691796,1.631929047,1.449275362
5021,AR,Clay,12,11.1,34.5,35,21.4,1,1,0,0.063004032,0.066414292,5.412764827,1.449275362
5023,AR,Cleburne,11.9,13.5,34.5,35,21.4,1,0,-100,0.038625,0,-100,1.449275362
5025,AR,Cleveland,11.8,13,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5027,AR,Columbia,12,12.9,34.5,35,21.4,4,2,-50,0.162061421,0.083392403,-48.54271776,1.449275362
5029,AR,Conway,10.4,13.7,34.5,35,21.4,2,1,-50,0.094719394,0.0478583,-49.47355827,1.449275362
5031,AR,Craighead,10.1,13.1,34.5,35,21.4,9,6,-33.33333333,0.091547147,0.056721,-38.04180335,1.449275362
5033,AR,Crawford,8.2,11.4,34.5,35,21.4,4,6,50,0.064725966,0.096371609,48.8917265,1.449275362
5035,AR,Crittenden,13.8,15.8,34.5,35,21.4,2,2,0,0.0396008,0.0405515,2.400648824,1.449275362
5037,AR,Cross,12.3,13.6,34.5,35,21.4,2,2,0,0.112384806,0.11739156,4.455009685,1.449275362
5039,AR,Dallas,13.6,14.4,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5041,AR,Desha,13.3,15.1,34.5,35,21.4,1,0,-100,0.078573112,0,-100,1.449275362
5043,AR,Drew,10.6,13.6,34.5,35,21.4,1,0,-100,0.0534045,0,-100,1.449275362
5045,AR,Faulkner,9.3,11.2,34.5,35,21.4,12,7,-41.66666667,0.103249787,0.057338,-44.46667431,1.449275362
5047,AR,Franklin,10.9,13.8,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5049,AR,Fulton,11.4,15.6,34.5,35,21.4,0,1,,0,0.083063377,,1.449275362
5051,AR,Garland,10.2,14.5,34.5,35,21.4,7,4,-42.85714286,0.072288659,0.0407203,-43.66980456,1.449275362
5053,AR,Grant,9.4,11.1,34.5,35,21.4,0,1,,0,0.0552669,,1.449275362
5055,AR,Greene,9.6,12.9,34.5,35,21.4,4,3,-25,0.093565063,0.06709158,-28.29419658,1.449275362
5057,AR,Hempstead,13,13.5,34.5,35,21.4,3,0,-100,0.133392619,0,-100,1.449275362
5059,AR,Hot Spring,10.7,12.2,34.5,35,21.4,1,2,100,0.030185,0.0597979,98.1044071,1.449275362
5061,AR,Howard,11.8,13.4,34.5,35,21.4,1,1,0,0.072353665,0.074415836,2.850126507,1.449275362
5063,AR,Independence,10.1,13.1,34.5,35,21.4,2,4,100,0.05428,0.107834151,98.66285653,1.449275362
5065,AR,Izard,9.8,15.5,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5067,AR,Jackson,11.4,12.9,34.5,35,21.4,2,0,-100,0.111831805,0,-100,1.449275362
5069,AR,Jefferson,12.5,15.4,34.5,35,21.4,2,1,-50,0.026313,0.0142163,-45.97253419,1.449275362
5071,AR,Johnson,9.9,12.5,34.5,35,21.4,1,1,0,0.039,0.0381316,-2.226882745,1.449275362
5073,AR,Lafayette,13.5,15.3,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5075,AR,Lawrence,11.2,13.2,34.5,35,21.4,0,1,,0,0.0600998,,1.449275362
5077,AR,Lee,12.7,13.1,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5079,AR,Lincoln,10.4,12.3,34.5,35,21.4,1,1,0,0.069754464,0.072411296,3.808834178,1.449275362
5081,AR,Little River,11.9,12.9,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5083,AR,Logan,9.6,13.8,34.5,35,21.4,1,0,-100,0.0449863,0,-100,1.449275362
5085,AR,Lonoke,10.9,13.1,34.5,35,21.4,2,3,50,0.0287944,0.0418078,45.19419708,1.449275362
5087,AR,Madison,9.8,11.8,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5089,AR,Marion,11.8,12.2,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5091,AR,Miller,13.8,12.3,34.5,35,21.4,3,3,0,0.068569861,0.068377627,-0.28034827,1.449275362
5093,AR,Mississippi,12.6,15.9,34.5,35,21.4,2,5,150,0.0434679,0.116590883,168.2231549,1.449275362
5095,AR,Monroe,13.3,17.2,34.5,35,21.4,0,1,,0,0.138217001,,1.449275362
5097,AR,Montgomery,10.9,14.3,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5099,AR,Nevada,13.2,13.9,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5101,AR,Newton,12.7,12.8,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5103,AR,Ouachita,13.4,14.8,34.5,35,21.4,3,3,0,0.116604478,0.12490112,7.115200466,1.449275362
5105,AR,Perry,10,12.2,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5107,AR,Phillips,13.8,16.7,34.5,35,21.4,1,2,100,0.0467181,0.104986877,124.7244094,1.449275362
5109,AR,Pike,11,12.4,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5111,AR,Poinsett,11.9,13.8,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5113,AR,Polk,10.7,13.9,34.5,35,21.4,1,2,100,0.0486523,0.099299935,104.1010873,1.449275362
5115,AR,Pope,9.6,11.2,34.5,35,21.4,6,6,0,0.095764037,0.093967299,-1.876213744,1.449275362
5117,AR,Prairie,11.1,14.3,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5119,AR,Pulaski,10,12,34.5,35,21.4,49,45,-8.163265306,0.126720096,0.114306906,-9.795754553,1.449275362
5121,AR,Randolph,11.4,12.7,34.5,35,21.4,2,2,0,0.111296605,0.114889706,3.228400735,1.449275362
5123,AR,St. Francis,12.9,16.4,34.5,35,21.4,0,1,,0,0.038017,,1.449275362
5125,AR,Saline,9.6,11.8,34.5,35,21.4,9,12,33.33333333,0.082185026,0.102060777,24.18415166,1.449275362
5127,AR,Scott,10.9,11.4,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5129,AR,Searcy,12.5,13.4,34.5,35,21.4,0,0,0,0,0,0,1.449275362
5131,AR,Sebastian,10.1,12.9,34.5,35,21.4,15,13,-13.33333333,0.118179096,0.101907233,-13.76881691,1.449275362
5133,AR,Sevier,12.1,12.2,34.5,35,21.4,1,1,0,0.0582242,0.0589797,1.297552344,1.449275362
5135,AR,Sharp,11.2,15.2,34.5,35,21.4,1,1,0,0.0579072,0.0583499,0.764383242,1.449275362
5137,AR,Stone,11,12.7,34.5,35,21.4,0,1,,0,0.08,,1.449275362
5139,AR,Union,11.1,13.5,34.5,35,21.4,2,1,-50,0.0483244,0.0250834,-48.09366142,1.449275362
5141,AR,Van Buren,11.1,12.9,34.5,35,21.4,1,1,0,0.0581463,0.0601612,3.465286969,1.449275362
5143,AR,Washington,7.8,9.1,34.5,35,21.4,24,24,0,0.115532364,0.105448155,-8.728471002,1.449275362
5145,AR,White,8.8,10.1,34.5,35,21.4,10,7,-30,0.12819691,0.08878967,-30.73961795,1.449275362
5147,AR,Woodruff,12.2,14.7,34.5,35,21.4,0,1,,0,0.150988978,,1.449275362
5149,AR,Yell,11.7,12.9,34.5,35,21.4,0,0,0,0,0,0,1.449275362
6001,CA,Alameda,7.6,8.5,25,25.1,27.5,145,156,7.586206897,0.094634239,0.094360394,-0.289371874,0.4
6003,CA,Alpine,8.4,10.3,25,25.1,27.5,0,0,0,0,0,0,0.4
6005,CA,Amador,9.3,10.2,25,25.1,27.5,4,4,0,0.106555849,0.106743522,0.176126811,0.4
6007,CA,Butte,8.3,10.2,25,25.1,27.5,16,22,37.5,0.072726281,0.097119523,33.54116543,0.4
6009,CA,Calaveras,7.3,10,25,25.1,27.5,5,4,-20,0.110710095,0.088270992,-20.26834382,0.4
6011,CA,Colusa,7.6,9.6,25,25.1,27.5,0,2,,0,0.092400092,,0.4
6013,CA,Contra Costa,7,9.4,25,25.1,27.5,113,140,23.89380531,0.105985657,0.122953159,16.00924356,0.4
6015,CA,Del Norte,8.1,8.4,25,25.1,27.5,2,0,-100,0.070306183,0,-100,0.4
6017,CA,El Dorado,7.1,7.5,25,25.1,27.5,15,27,80,0.082884376,0.144949321,74.8813563,0.4
6019,CA,Fresno,8.5,9.4,25,25.1,27.5,39,62,58.97435897,0.0414735,0.063295404,52.61657911,0.4
6021,CA,Glenn,7.7,8.4,25,25.1,27.5,1,0,-100,0.0355114,0,-100,0.4
6023,CA,Humboldt,9.4,8.8,25,25.1,27.5,13,17,30.76923077,0.096126117,0.124588674,29.60959773,0.4
6025,CA,Imperial,6.7,8.3,25,25.1,27.5,6,13,116.6666667,0.0340605,0.071831142,110.8926401,0.4
6027,CA,Inyo,8,9.4,25,25.1,27.5,4,1,-75,0.21737949,0.0554508,-74.49123877,0.4
6029,CA,Kern,7,9.3,25,25.1,27.5,41,48,17.07317073,0.0483054,0.054232,12.26913984,0.4
6031,CA,Kings,5.7,7.5,25,25.1,27.5,11,7,-36.36363636,0.072354141,0.0467299,-35.41501924,0.4
6033,CA,Lake,9.2,10.1,25,25.1,27.5,4,6,50,0.0622345,0.093823299,50.75762314,0.4
6035,CA,Lassen,6.5,7.6,25,25.1,27.5,4,1,-75,0.116808784,0.0323164,-72.33389349,0.4
6037,CA,Los Angeles,7.8,9.1,25,25.1,27.5,714,939,31.51260504,0.072223361,0.09250723,28.08491419,0.4
6039,CA,Madera,7.8,7.9,25,25.1,27.5,7,8,14.28571429,0.0460902,0.0516242,12.0068734,0.4
6041,CA,Marin,6.4,7.9,25,25.1,27.5,56,71,26.78571429,0.219173793,0.271477295,23.8639399,0.4
6043,CA,Mariposa,8.3,10.7,25,25.1,27.5,2,2,0,0.11004732,0.114129194,3.709198813,0.4
6045,CA,Mendocino,7,8.4,25,25.1,27.5,17,13,-23.52941177,0.194581478,0.148386581,-23.74064443,0.4
6047,CA,Merced,7.5,9.2,25,25.1,27.5,13,19,46.15384615,0.0500757,0.070664019,41.11441449,0.4
6049,CA,Modoc,8.2,10.4,25,25.1,27.5,0,0,0,0,0,0,0.4
6051,CA,Mono,7,7.4,25,25.1,27.5,1,2,100,0.069788541,0.141833912,103.2338132,0.4
6053,CA,Monterey,7.8,7.6,25,25.1,27.5,25,29,16,0.0593596,0.06645843,11.95906161,0.4
6055,CA,Napa,7.3,8.4,25,25.1,27.5,20,23,15,0.145027374,0.16237319,11.96037388,0.4
6057,CA,Nevada,6.9,7.7,25,25.1,27.5,18,20,11.11111111,0.182344956,0.201912108,10.73084331,0.4
6059,CA,Orange,7,8,25,25.1,27.5,302,426,41.05960265,0.098904032,0.134059099,35.5446244,0.4
6061,CA,Placer,7.1,9,25,25.1,27.5,47,54,14.89361702,0.13185765,0.142201811,7.844945566,0.4
6063,CA,Plumas,8,9.8,25,25.1,27.5,3,3,0,0.152160682,0.159684888,4.944908713,0.4
6065,CA,Riverside,8.1,9,25,25.1,27.5,132,180,36.36363636,0.0590369,0.075423566,27.75666468,0.4
6067,CA,Sacramento,8.4,8.4,25,25.1,27.5,121,148,22.31404959,0.084349595,0.097802096,15.94850721,0.4
6069,CA,San Benito,7.2,7.6,25,25.1,27.5,3,7,133.3333333,0.0535389,0.117974214,120.3522373,0.4
6071,CA,San Bernardino,7.7,9.2,25,25.1,27.5,109,125,14.67889908,0.0528515,0.0584896,10.66779836,0.4
6073,CA,San Diego,7.1,7.7,25,25.1,27.5,322,405,25.77639752,0.102555381,0.12209092,19.04877074,0.4
6075,CA,San Francisco,7.9,7.9,25,25.1,27.5,111,142,27.92792793,0.135980419,0.162081399,19.1946609,0.4
6077,CA,San Joaquin,7.9,10.3,25,25.1,27.5,36,49,36.11111111,0.0517933,0.066730765,28.84060895,0.4
6079,CA,San Luis Obispo,6.4,8.5,25,25.1,27.5,36,40,11.11111111,0.132767841,0.141702269,6.729362049,0.4
6081,CA,San Mateo,6.8,8.3,25,25.1,27.5,105,107,1.904761905,0.144028575,0.13904031,-3.463385835,0.4
6083,CA,Santa Barbara,7.5,7.1,25,25.1,27.5,52,60,15.38461539,0.122049111,0.134439923,10.15231699,0.4
6085,CA,Santa Clara,7.4,8.4,25,25.1,27.5,201,262,30.34825871,0.110816336,0.135640604,22.40127141,0.4
6087,CA,Santa Cruz,6.2,7,25,25.1,27.5,44,37,-15.90909091,0.165973226,0.134449629,-18.99318205,0.4
6089,CA,Shasta,7.1,9.4,25,25.1,27.5,14,17,21.42857143,0.078831048,0.095092127,20.62775987,0.4
6091,CA,Sierra,8.8,9.6,25,25.1,27.5,0,0,0,0,0,0,0.4
6093,CA,Siskiyou,8,8.6,25,25.1,27.5,3,5,66.66666667,0.067243466,0.11491347,70.89165192,0.4
6095,CA,Solano,9.9,9.8,25,25.1,27.5,38,48,26.31578947,0.09120321,0.109012123,19.5266292,0.4
6097,CA,Sonoma,6.6,7.9,25,25.1,27.5,58,69,18.96551724,0.118895827,0.13695014,15.18498501,0.4
6099,CA,Stanislaus,8.1,9.7,25,25.1,27.5,38,42,10.52631579,0.073354259,0.077583388,5.765349917,0.4
6101,CA,Sutter,7.9,8.6,25,25.1,27.5,8,8,0,0.084602369,0.083283017,-1.559474484,0.4
6103,CA,Tehama,8.7,11.2,25,25.1,27.5,1,1,0,0.0157861,0.0157619,-0.152890738,0.4
6105,CA,Trinity,9.6,10.1,25,25.1,27.5,3,0,-100,0.219346348,0,-100,0.4
6107,CA,Tulare,7.6,8,25,25.1,27.5,15,14,-6.666666667,0.0335302,0.0303796,-9.396175782,0.4
6109,CA,Tuolumne,6.8,10.1,25,25.1,27.5,6,5,-16.66666667,0.109425153,0.092959265,-15.04762613,0.4
6111,CA,Ventura,7.1,7.6,25,25.1,27.5,79,92,16.4556962,0.095067329,0.108095914,13.70458678,0.4
6113,CA,Yolo,6.7,6.9,25,25.1,27.5,17,18,5.882352941,0.084124266,0.083349154,-0.92138949,0.4
6115,CA,Yuba,6.2,7.6,25,25.1,27.5,2,4,100,0.027582,0.0532021,92.88687903,0.4
8001,CO,Adams,6.5,7.2,20.5,22.6,27.4,23,31,34.7826087,0.0509477,0.0623247,22.33067324,10.24390244
8003,CO,Alamosa,5.6,6.7,20.5,22.6,27.4,3,3,0,0.18613886,0.182304327,-2.060038892,10.24390244
8005,CO,Arapahoe,5.9,6.3,20.5,22.6,27.4,61,87,42.62295082,0.104281526,0.136588644,30.98067223,10.24390244
8007,CO,Archuleta,5.4,5.9,20.5,22.6,27.4,1,2,100,0.083236224,0.155811779,87.19227174,10.24390244
8009,CO,Baca,8.2,7.6,20.5,22.6,27.4,0,0,0,0,0,0,10.24390244
8011,CO,Bent,5.6,7,20.5,22.6,27.4,0,0,0,0,0,0,10.24390244
8013,CO,Boulder,3.5,4.1,20.5,22.6,27.4,56,70,25,0.186344911,0.217951073,16.96110819,10.24390244
8014,CO,Broomfield,4.5,5.5,20.5,22.6,27.4,7,11,57.14285714,0.121855688,0.16539115,35.72706594,10.24390244
8015,CO,Chaffee,5,6.4,20.5,22.6,27.4,6,4,-33.33333333,0.332981852,0.209621633,-37.04712993,10.24390244
8017,CO,Cheyenne,6.1,6.5,20.5,22.6,27.4,0,0,0,0,0,0,10.24390244
